7	412	723	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
76	373	723	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
401	333	723	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
1836	294	723	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
5794	265	723	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
17613	235	723	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
51	294	773	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
163	265	773	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
1502	216	773	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
3198	196	773	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
13077	177	773	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
34791	157	773	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
64	216	823	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
357	177	823	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
4614	137	823	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
17041	108	823	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
26794	98	823	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
48458	88	823	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
65480	78	823	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
173	137	873	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
1407	98	873	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
2886	78	873	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
5939	69	873	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
8998	61	873	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
12407	53	873	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
26284	41	873	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
175	116	923	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
884	53	923	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
2677	37	923	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
6175	26	923	0.159	0.31	0.7	0.007	0.005	2.27	0.99	0.01	0.2	0.04	0.01	0.005	0.0096	0.002	0.0003	0.05	0.0003	0.01	1203	3.4	3	938	30	0	0	2	1	0.0003
217	530	723	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
2795	471	723	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
10863	412	723	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
31773	373	723	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
77470	333	723	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
589	373	773	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
4306	294	773	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
26475	216	773	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
69910	177	773	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
329	265	823	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
947	216	823	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
2865	177	823	0.13	0.25	0.49	0.009	0.011	2.31	1.01	0.01	0.03	0.03	0.01	0.005	0.0115	0.039	0.0003	0.05	0.0003	0.01	1203	3	3	873	3	1	898	4	0	0.0003
