22.6,-0.46316,-0.49587,-1.1189,-0.26682,-0.56478,0.16059,-0.068487,-0.35124,-0.88974,-0.82222,-0.31963,0.40466,-0.50294
22,-0.46024,-0.49587,2.1778,-0.26682,0.23024,-0.60636,0.05845,-0.73958,-0.88974,-1.3011,0.29293,0.37367,0.2737
25,-0.42438,-0.49587,-0.5304,-0.26682,-0.53022,0.15778,-0.98525,0.40664,-0.55622,-0.72295,0.52853,0.45294,-0.87869
50,-0.20444,-0.49587,1.278,-0.26682,0.43764,2.2806,0.99284,-0.83813,-0.55622,-0.045531,-1.7804,0.17063,-1.2167
19.4,-0.46356,2.9131,-1.1248,-0.26682,-1.3512,-0.72273,-1.3026,1.2862,-0.6674,-0.43096,-1.1207,0.45294,-0.30319
18.2,-0.38526,-0.49587,-0.41774,-0.26682,-0.14135,-0.28949,0.5803,0.28603,-0.6674,-0.60615,1.1882,0.28028,-0.3004
25.2,-0.44797,0.35638,-0.59265,-0.26682,-0.78082,-0.087584,-1.8244,0.27072,-0.77857,-1.0967,0.05733,0.45294,-0.81304
15,2.1147,-0.49587,1.0587,-0.26682,1.008,1.4169,1.0528,-1.1776,1.556,1.4903,0.81126,0.45294,0.1438
26.4,-0.45838,-0.49587,-1.2597,-0.26682,-0.57342,-0.97932,0.76718,-0.39982,-0.77857,-1.2719,-0.31963,0.39259,0.21923
21.6,-0.46573,-0.49587,-0.57635,-0.26682,-0.73761,0.1662,0.38284,0.5211,-0.88974,-0.98574,-0.31963,0.45294,-0.45685
12.7,0.14591,-0.49587,1.0587,-0.26682,1.3709,-0.45774,0.70018,-0.58934,1.556,1.4903,0.81126,-3.4995,0.92184
36,-0.38189,0.35638,-1.0359,-0.26682,0.80058,1.4449,1.1268,-0.90853,-0.55622,-0.85726,-2.5814,0.31373,-0.64542
16.6,-0.43912,-0.49587,-0.60007,-0.26682,-0.91908,-0.38203,0.61556,0.85719,-0.77857,-1.0383,-0.27251,0.41039,0.8925
31.7,-0.40832,-0.49587,-0.70531,-0.26682,-0.43516,1.5557,0.31232,-0.081741,-0.22271,-0.60615,-0.50811,0.2406,-1.0002
22.4,-0.44071,-0.49587,-0.054569,3.7354,-0.56478,-0.69469,-0.50219,-0.090535,-0.6674,-0.78134,0.05733,0.39198,0.50558
24.5,-0.44767,0.44161,-0.75571,-0.26682,-1.066,0.18302,-0.66791,1.8516,-0.33388,-0.47184,0.29293,0.22597,-0.40377
7.4,2.5084,-0.49587,1.0587,-0.26682,1.2586,-1.8262,0.7566,-1.0836,1.556,1.4903,0.81126,0.45294,2.7349
43.1,-0.39895,0.35638,-1.0359,-0.26682,0.80058,1.7071,0.75307,-0.79444,-0.55622,-0.85726,-2.5814,0.36569,-0.71945
23.1,-0.33045,-0.49587,-0.41774,-0.26682,-0.14135,-0.51522,-1.3661,0.30311,-0.6674,-0.60615,1.1882,0.35014,-0.81444
50,0.39232,-0.49587,1.0587,3.7354,0.66232,1.0004,1.0387,-1.2306,1.556,1.4903,0.81126,0.40333,-1.3201
50,0.62009,-0.49587,1.0587,3.7354,0.98205,-0.59935,0.76013,-1.2645,1.556,1.4903,0.81126,-0.048457,-0.49317
30.1,-0.3828,0.35638,-1.0359,-0.26682,0.80058,0.75648,1.1268,-0.85451,-0.55622,-0.85726,-2.5814,0.4021,-0.76974
24.4,-0.45423,0.35638,-0.59265,-0.26682,-0.78082,0.33024,-0.32941,0.032723,-0.77857,-1.0967,0.05733,0.43309,-0.6538
10.2,1.4195,-0.49587,1.0587,-0.26682,1.2586,-1.9944,1.1268,-1.0505,1.556,1.4903,0.81126,0.20766,2.5436
34.9,-0.4649,2.7001,-1.1871,-0.26682,-1.0919,1.0117,-1.8421,0.72304,-0.77857,-0.92734,-0.084031,0.43985,-1.457
18.8,-0.45635,-0.49587,2.1778,-0.26682,0.23024,-0.59374,0.97874,-0.85656,-0.88974,-1.3011,0.29293,0.27374,0.72209
32.9,-0.46699,3.5523,-1.4065,-0.26682,-1.308,1.1673,-1.9091,1.771,-0.77857,-0.051371,-0.6966,0.32406,-1.112
24.8,-0.46351,2.487,-1.2923,-0.26682,-1.3339,0.79714,-0.72785,1.8522,-0.55622,-0.30832,-1.7332,0.39116,-0.88568
9.5,0.7613,-0.49587,1.0587,-0.26682,1.0771,0.10871,0.97169,-0.87429,1.556,1.4903,0.81126,-2.9856,1.63
8.4,1.0872,-0.49587,1.0587,-0.26682,1.4141,0.73124,0.29822,-0.95534,1.556,1.4903,0.81126,-3.1111,1.4429
20,-0.45649,-0.49587,-0.74089,-0.26682,-0.47837,-0.64702,-0.23421,-0.21835,-0.55622,-0.76966,0.34005,0.25512,-0.13976
28,-0.46391,0.56945,-0.90394,-0.26682,-1.1092,0.59524,-1.218,0.72286,-0.6674,-0.75798,0.24581,0.45294,-0.99463
23.1,-0.45099,-0.49587,-1.024,-0.26682,-0.38331,-1.0242,0.72134,-0.58212,-0.55622,-0.67039,-0.88508,0.45294,0.3184
15.2,-0.30692,-0.49587,-0.41774,-0.26682,-0.14135,-0.22499,0.83417,0.060362,-0.6674,-0.60615,1.1882,0.45294,0.88133
22.9,-0.46114,1.2086,-1.4391,-0.26682,-1.0833,0.26294,-0.83363,2.3009,-1.0009,-0.44264,0.57565,0.45294,-0.89825
34.9,-0.4583,1.4217,-1.1144,-0.26682,-1.0141,1.2374,-1.0276,0.3348,-0.55622,-0.07473,-1.5448,0.45294,-0.98066
29.9,-0.46058,-0.49587,-1.024,-0.26682,-0.38331,0.78172,0.22417,-0.4336,-0.55622,-0.67039,-0.88508,0.39535,-0.76695
21.4,-0.45679,-0.49587,0.27747,-0.26682,-1.0141,-0.023088,-0.81248,0.30497,-0.55622,-0.07473,0.10445,0.31312,-0.48478
19.7,-0.43117,-0.49587,-0.18798,-0.26682,0.26481,-1.2794,0.17128,-0.4879,-0.44505,-0.11561,0.34005,0.45294,1.2194
34.7,-0.46573,-0.49587,-0.57635,-0.26682,-0.73761,1.2374,-0.24479,0.5211,-0.88974,-0.98574,-0.31963,0.41131,-1.1706
19.4,-0.44037,-0.49587,-0.60007,-0.26682,-0.91908,-0.98212,-0.21305,1.0425,-0.77857,-1.0383,-0.27251,0.45294,0.52933
20.9,-0.46465,2.9131,-1.0848,-0.26682,-1.403,-0.59795,-1.7257,2.5001,-1.0009,-0.55943,-0.97932,0.43535,-0.44148
25,-0.084019,-0.49587,1.278,-0.26682,0.43764,-0.28248,0.88001,-0.72762,-0.55622,-0.045531,-1.7804,-1.1503,-0.36326
23.6,-0.45723,-0.49587,-1.024,-0.26682,-0.38331,0.15918,0.5662,-0.55877,-0.55622,-0.67039,-0.88508,0.43862,-0.47082
19.8,-0.45246,-0.49587,-0.35548,-0.26682,-0.29689,0.24051,1.0246,-0.65806,-0.55622,-0.15649,1.1411,0.43596,-0.019635
36.2,-0.46025,-0.49587,-1.2597,-0.26682,-0.57342,-0.22219,-0.206,-0.58129,-0.77857,-1.2719,-0.31963,0.45294,-0.41355
13.8,0.59222,-0.49587,1.0587,-0.26682,0.25616,-1.2275,0.96463,-0.6595,1.556,1.4903,0.81126,-0.00038356,0.80031
23.2,0.00093383,-0.49587,1.0587,-0.26682,0.2216,0.18863,0.24533,-0.44235,1.556,1.4903,0.81126,0.41683,0.27231
50,-0.46751,2.9131,-1.5562,-0.26682,-1.1438,2.2048,-1.2709,0.83811,-0.6674,-0.90982,-1.9217,0.42563,-1.3187
26.4,-0.45712,0.95296,-0.72162,-0.26682,-1.0487,0.26995,-1.7504,0.7652,-0.33388,-0.47767,-1.1207,0.317,-0.5225
20.8,-0.45785,-0.49587,0.27747,-0.26682,-1.0141,-0.22779,-0.78427,0.11322,-0.55622,-0.07473,0.10445,0.35127,-0.299
20.5,-0.44343,0.44161,-0.75571,-0.26682,-1.066,-0.10721,0.39342,1.9581,-0.33388,-0.47184,0.29293,0.2406,-0.31577
