22,-0.39511,0.88325,-0.90066,-0.2596,-1.0489,0.96928,-0.48716,1.1425,-0.3992,-0.6277,-0.94368,0.33394,-0.2123
21.2,-0.40189,-0.49479,0.25711,-0.2596,-0.9712,-0.034324,-0.50838,0.52613,-0.51447,-0.047374,0.069473,0.26953,-0.0745
23.4,-0.40268,0.46984,-0.79661,-0.2596,-0.95392,-0.38747,-1.6507,1.3656,-0.62973,-0.96524,-0.84719,0.40898,-0.63577
14,-0.37391,-0.49479,1.5849,-0.2596,0.64423,-0.12186,0.90274,-1.0601,-0.62973,0.18357,1.2756,0.29184,1.6222
9.7,0.97307,-0.49479,1.0294,-0.2596,1.3008,-1.8393,1.023,-0.98636,1.6756,1.5396,0.79315,0.40898,1.8404
21.7,-0.35997,-0.49479,-0.71454,3.8393,-0.36649,-0.13695,0.8214,-0.39052,-0.16867,-0.58625,-0.55772,0.38693,1.2346
17.5,-0.31504,-0.49479,-0.43022,-0.2596,-0.098696,-0.39954,0.48188,0.17357,-0.62973,-0.58625,1.1791,0.27417,0.25996
20.6,0.16846,-0.49479,1.0294,-0.2596,0.29004,-0.52782,-0.52606,-0.3419,1.6756,1.5396,0.79315,0.2937,-0.20226
14.3,0.25742,-0.49479,1.0294,-0.2596,1.4131,0.27355,0.70115,-0.73189,1.6756,1.5396,0.79315,-3.5317,0.48246
12.1,0.73652,-0.49479,1.0294,-0.2596,1.2403,0.22525,1.1291,-1.0474,1.6756,1.5396,0.79315,0.13286,1.0696
50,0.57798,-0.49479,1.0294,3.8393,1.0243,-0.5731,0.76128,-1.2849,1.6756,1.5396,0.79315,-0.24206,-0.57117
18.2,-0.40349,3.18,-1.3432,-0.2596,-1.1785,-0.89305,-1.633,3.1238,-0.62973,-0.42636,1.6616,0.22171,-0.69031
24.5,-0.38901,0.51577,-0.76436,-0.2596,-1.023,0.26902,-0.67107,1.8373,-0.28394,-0.45005,0.26245,0.11427,-0.4793
23.2,0.017258,-0.49479,1.0294,-0.2596,0.26413,0.27506,0.24492,-0.46116,1.6756,1.5396,0.79315,0.3621,0.21546
19.5,-0.38819,-0.49479,-0.36867,-0.2596,-0.25419,-0.63196,0.84262,-0.78075,-0.51447,-0.13028,1.1309,0.39264,0.83271
29.6,-0.40141,-0.49479,-1.2626,-0.2596,-0.53063,-0.15355,0.025652,-0.2825,-0.745,-1.2613,-0.36473,0.27896,0.041772
35.2,-0.38215,0.4239,-0.60316,3.8393,-0.73795,2.1676,-0.57558,0.2242,-0.745,-1.0837,0.021228,0.32756,-0.90133
23.9,-0.40559,2.0316,-1.0692,-0.2596,-0.56518,0.66593,-0.41289,0.86088,-0.51447,-0.21318,-0.46123,0.40898,-0.8152
16.8,0.095271,-0.49479,1.0294,3.8393,1.9055,-0.68176,0.74006,-0.92356,1.6756,1.5396,0.79315,-0.17353,0.25566
42.8,-0.3646,0.51577,-0.76436,-0.2596,-1.023,3.0248,-2.1105,2.341,-0.28394,-0.45005,0.26245,0.40898,-1.3377
22,-0.39555,-0.49479,0.12521,-0.2596,0.20366,0.81383,0.75067,-0.69781,-0.97553,-0.78759,1.1791,0.36316,-0.91568
24.4,-0.38121,-0.49479,-0.071171,-0.2596,-0.52199,0.10754,-0.55082,0.21879,-0.62973,-0.7639,0.021228,0.38202,-0.27116
45.4,-0.40436,0.4239,-1.1351,-0.2596,-0.92023,2.3622,-0.12642,0.37721,-0.51447,-1.1251,-1.7638,0.28161,-1.3061
20.1,-0.39596,0.88325,-0.90066,-0.2596,-1.0489,-0.24108,-0.1052,1.1425,-0.3992,-0.6277,-0.94368,0.3787,-0.065888
10.2,1.0529,-0.49479,1.0294,-0.2596,0.29868,-0.63045,-0.29618,-0.88025,1.6756,1.5396,0.79315,-4.5349,0.40638
20,-0.38615,-0.49479,-0.61048,-0.2596,-0.87617,-0.70742,-1.2299,0.56636,-0.745,-1.0245,-0.31649,0.40898,0.18532
25.3,-0.39174,-0.49479,-0.61048,-0.2596,-0.87617,-0.1294,-2.1741,0.85566,-0.745,-1.0245,-0.31649,0.22928,-1.0119
19.8,-0.4032,-0.49479,-1.1483,-0.2596,-0.77251,-0.16713,-1.2688,0.92685,-0.62973,0.14212,-0.79894,0.032724,-0.54103
19.1,0.11913,-0.49479,1.0294,-0.2596,0.29868,-0.37993,0.93457,-0.62723,1.6756,1.5396,0.79315,-0.4624,1.2145
24.6,-0.38573,-0.49479,-0.5416,-0.2596,-0.48743,0.266,-1.8877,0.71346,-0.51447,-0.70468,0.50368,0.36621,-1.1166
23.5,-0.40435,3.18,-1.1293,-0.2596,-1.3081,0.053209,-1.778,1.2709,-0.62973,-0.4086,-1.1849,0.40898,-1.1755
11.8,0.86494,-0.49479,1.0294,-0.2596,1.6463,0.30826,0.94518,-0.88477,1.6756,1.5396,0.79315,-4.2904,1.5964
14.3,-0.30346,-0.49479,1.5849,-0.2596,0.64423,-0.93228,0.94164,-0.8885,-0.62973,0.18357,1.2756,0.40898,0.78678
43.8,-0.39885,-0.49479,-1.1996,-0.2596,-0.90209,2.3622,-1.1025,-0.18203,-0.86027,-0.76982,-0.26824,0.36422,-1.3334
24.3,-0.36807,0.51577,-0.76436,-0.2596,-1.023,-0.22146,-1.1733,1.9441,-0.28394,-0.45005,0.26245,0.31973,-0.53098
